node_id,type,layer,cabinet,slot,order,display_name,remarks
port:SW_76/SWITCH_CARD/P76,port,switch,CAB-SWITCH,SLOT-SWITCH,76,P76,generated sample port
device:IPC_55,device,ipc,CAB-IPC,SLOT-IPC,55,IPC_55,generated sample device
board:IPC_55/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,55,IPC_IO,generated sample board
port:IPC_55/IPC_IO/P55,port,ipc,CAB-IPC,SLOT-IPC,55,P55,generated sample port
route:TRAY_80,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_80,generated sample route-node
device:IPC_77,device,ipc,CAB-IPC,SLOT-IPC,77,IPC_77,generated sample device
board:IPC_77/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,77,IPC_IO,generated sample board
port:IPC_77/IPC_IO/P77,port,ipc,CAB-IPC,SLOT-IPC,77,P77,generated sample port
device:PART_62,device,part,CAB-PART,SLOT-PART,62,PART_62,generated sample device
board:PART_62/PART_BOARD,board,part,CAB-PART,SLOT-PART,62,PART_BOARD,generated sample board
port:PART_62/PART_BOARD/P62,port,part,CAB-PART,SLOT-PART,62,P62,generated sample port
route:TRAY_81,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_81,generated sample route-node
device:PART_78,device,part,CAB-PART,SLOT-PART,78,PART_78,generated sample device
board:PART_78/PART_BOARD,board,part,CAB-PART,SLOT-PART,78,PART_BOARD,generated sample board
port:PART_78/PART_BOARD/P78,port,part,CAB-PART,SLOT-PART,78,P78,generated sample port
device:BRK_69,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,69,BRK_69,generated sample device
board:BRK_69/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,69,BREAKOUT_BOARD,generated sample board
port:BRK_69/BREAKOUT_BOARD/P69,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,69,P69,generated sample port
route:TRAY_82,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_82,generated sample route-node
device:BRK_79,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,79,BRK_79,generated sample device
board:BRK_79/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,79,BREAKOUT_BOARD,generated sample board
port:BRK_79/BREAKOUT_BOARD/P79,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,79,P79,generated sample port
device:IFACE_76,device,interface,CAB-INTERFACE,SLOT-INTERFACE,76,IFACE_76,generated sample device
board:IFACE_76/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,76,INTERFACE_BOARD,generated sample board
port:IFACE_76/INTERFACE_BOARD/P76,port,interface,CAB-INTERFACE,SLOT-INTERFACE,76,P76,generated sample port
route:TRAY_83,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_83,generated sample route-node
device:IFACE_80,device,interface,CAB-INTERFACE,SLOT-INTERFACE,80,IFACE_80,generated sample device
board:IFACE_80/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,80,INTERFACE_BOARD,generated sample board
port:IFACE_80/INTERFACE_BOARD/P80,port,interface,CAB-INTERFACE,SLOT-INTERFACE,80,P80,generated sample port
device:CTRL_83,device,control,CAB-CONTROL,SLOT-CONTROL,83,CTRL_83,generated sample device
board:CTRL_83/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,83,CONTROL_BOARD,generated sample board
port:CTRL_83/CONTROL_BOARD/P83,port,control,CAB-CONTROL,SLOT-CONTROL,83,P83,generated sample port
route:TRAY_84,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_84,generated sample route-node
device:CTRL_81,device,control,CAB-CONTROL,SLOT-CONTROL,81,CTRL_81,generated sample device
board:CTRL_81/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,81,CONTROL_BOARD,generated sample board
port:CTRL_81/CONTROL_BOARD/P81,port,control,CAB-CONTROL,SLOT-CONTROL,81,P81,generated sample port
device:SW_90,device,switch,CAB-SWITCH,SLOT-SWITCH,90,SW_90,generated sample device
board:SW_90/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,90,SWITCH_CARD,generated sample board
port:SW_90/SWITCH_CARD/P90,port,switch,CAB-SWITCH,SLOT-SWITCH,90,P90,generated sample port
route:TRAY_85,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_85,generated sample route-node
device:IPC_97,device,ipc,CAB-IPC,SLOT-IPC,97,IPC_97,generated sample device
board:IPC_97/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,97,IPC_IO,generated sample board
port:IPC_97/IPC_IO/P97,port,ipc,CAB-IPC,SLOT-IPC,97,P97,generated sample port
route:TRAY_86,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_86,generated sample route-node
device:IPC_83,device,ipc,CAB-IPC,SLOT-IPC,83,IPC_83,generated sample device
board:IPC_83/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,83,IPC_IO,generated sample board
port:IPC_83/IPC_IO/P83,port,ipc,CAB-IPC,SLOT-IPC,83,P83,generated sample port
device:PART_104,device,part,CAB-PART,SLOT-PART,104,PART_104,generated sample device
board:PART_104/PART_BOARD,board,part,CAB-PART,SLOT-PART,104,PART_BOARD,generated sample board
port:PART_104/PART_BOARD/P104,port,part,CAB-PART,SLOT-PART,104,P104,generated sample port
route:TRAY_87,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_87,generated sample route-node
device:PART_84,device,part,CAB-PART,SLOT-PART,84,PART_84,generated sample device
board:PART_84/PART_BOARD,board,part,CAB-PART,SLOT-PART,84,PART_BOARD,generated sample board
port:PART_84/PART_BOARD/P84,port,part,CAB-PART,SLOT-PART,84,P84,generated sample port
device:BRK_111,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,111,BRK_111,generated sample device
board:BRK_111/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,111,BREAKOUT_BOARD,generated sample board
port:BRK_111/BREAKOUT_BOARD/P111,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,111,P111,generated sample port
route:TRAY_88,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_88,generated sample route-node
device:BRK_85,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,85,BRK_85,generated sample device
board:BRK_85/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,85,BREAKOUT_BOARD,generated sample board
port:BRK_85/BREAKOUT_BOARD/P85,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,85,P85,generated sample port
device:IFACE_118,device,interface,CAB-INTERFACE,SLOT-INTERFACE,118,IFACE_118,generated sample device
board:IFACE_118/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,118,INTERFACE_BOARD,generated sample board
port:IFACE_118/INTERFACE_BOARD/P118,port,interface,CAB-INTERFACE,SLOT-INTERFACE,118,P118,generated sample port
route:TRAY_89,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_89,generated sample route-node
device:IFACE_86,device,interface,CAB-INTERFACE,SLOT-INTERFACE,86,IFACE_86,generated sample device
board:IFACE_86/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,86,INTERFACE_BOARD,generated sample board
port:IFACE_86/INTERFACE_BOARD/P86,port,interface,CAB-INTERFACE,SLOT-INTERFACE,86,P86,generated sample port
device:CTRL_125,device,control,CAB-CONTROL,SLOT-CONTROL,125,CTRL_125,generated sample device
board:CTRL_125/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,125,CONTROL_BOARD,generated sample board
port:CTRL_125/CONTROL_BOARD/P125,port,control,CAB-CONTROL,SLOT-CONTROL,125,P125,generated sample port
route:TRAY_90,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_90,generated sample route-node
device:CTRL_87,device,control,CAB-CONTROL,SLOT-CONTROL,87,CTRL_87,generated sample device
board:CTRL_87/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,87,CONTROL_BOARD,generated sample board
port:CTRL_87/CONTROL_BOARD/P87,port,control,CAB-CONTROL,SLOT-CONTROL,87,P87,generated sample port
device:SW_132,device,switch,CAB-SWITCH,SLOT-SWITCH,132,SW_132,generated sample device
board:SW_132/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,132,SWITCH_CARD,generated sample board
port:SW_132/SWITCH_CARD/P132,port,switch,CAB-SWITCH,SLOT-SWITCH,132,P132,generated sample port
route:TRAY_91,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_91,generated sample route-node
device:SW_88,device,switch,CAB-SWITCH,SLOT-SWITCH,88,SW_88,generated sample device
board:SW_88/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,88,SWITCH_CARD,generated sample board
port:SW_88/SWITCH_CARD/P88,port,switch,CAB-SWITCH,SLOT-SWITCH,88,P88,generated sample port
device:IPC_139,device,ipc,CAB-IPC,SLOT-IPC,139,IPC_139,generated sample device
board:IPC_139/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,139,IPC_IO,generated sample board
port:IPC_139/IPC_IO/P139,port,ipc,CAB-IPC,SLOT-IPC,139,P139,generated sample port
route:TRAY_92,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_92,generated sample route-node
device:PART_146,device,part,CAB-PART,SLOT-PART,146,PART_146,generated sample device
board:PART_146/PART_BOARD,board,part,CAB-PART,SLOT-PART,146,PART_BOARD,generated sample board
port:PART_146/PART_BOARD/P146,port,part,CAB-PART,SLOT-PART,146,P146,generated sample port
route:TRAY_93,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_93,generated sample route-node
device:PART_90,device,part,CAB-PART,SLOT-PART,90,PART_90,generated sample device
board:PART_90/PART_BOARD,board,part,CAB-PART,SLOT-PART,90,PART_BOARD,generated sample board
port:PART_90/PART_BOARD/P90,port,part,CAB-PART,SLOT-PART,90,P90,generated sample port
device:BRK_153,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,153,BRK_153,generated sample device
board:BRK_153/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,153,BREAKOUT_BOARD,generated sample board
port:BRK_153/BREAKOUT_BOARD/P153,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,153,P153,generated sample port
route:TRAY_94,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_94,generated sample route-node
device:BRK_91,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,91,BRK_91,generated sample device
board:BRK_91/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,91,BREAKOUT_BOARD,generated sample board
port:BRK_91/BREAKOUT_BOARD/P91,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,91,P91,generated sample port
device:IFACE_0,device,interface,CAB-INTERFACE,SLOT-INTERFACE,0,IFACE_0,generated sample device
board:IFACE_0/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,0,INTERFACE_BOARD,generated sample board
port:IFACE_0/INTERFACE_BOARD/P0,port,interface,CAB-INTERFACE,SLOT-INTERFACE,0,P0,generated sample port
route:TRAY_95,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_95,generated sample route-node
device:IFACE_92,device,interface,CAB-INTERFACE,SLOT-INTERFACE,92,IFACE_92,generated sample device
board:IFACE_92/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,92,INTERFACE_BOARD,generated sample board
port:IFACE_92/INTERFACE_BOARD/P92,port,interface,CAB-INTERFACE,SLOT-INTERFACE,92,P92,generated sample port
device:CTRL_7,device,control,CAB-CONTROL,SLOT-CONTROL,7,CTRL_7,generated sample device
board:CTRL_7/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,7,CONTROL_BOARD,generated sample board
port:CTRL_7/CONTROL_BOARD/P7,port,control,CAB-CONTROL,SLOT-CONTROL,7,P7,generated sample port
route:TRAY_96,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_96,generated sample route-node
device:CTRL_93,device,control,CAB-CONTROL,SLOT-CONTROL,93,CTRL_93,generated sample device
board:CTRL_93/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,93,CONTROL_BOARD,generated sample board
port:CTRL_93/CONTROL_BOARD/P93,port,control,CAB-CONTROL,SLOT-CONTROL,93,P93,generated sample port
device:SW_14,device,switch,CAB-SWITCH,SLOT-SWITCH,14,SW_14,generated sample device
board:SW_14/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,14,SWITCH_CARD,generated sample board
port:SW_14/SWITCH_CARD/P14,port,switch,CAB-SWITCH,SLOT-SWITCH,14,P14,generated sample port
route:TRAY_97,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_97,generated sample route-node
device:SW_94,device,switch,CAB-SWITCH,SLOT-SWITCH,94,SW_94,generated sample device
board:SW_94/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,94,SWITCH_CARD,generated sample board
port:SW_94/SWITCH_CARD/P94,port,switch,CAB-SWITCH,SLOT-SWITCH,94,P94,generated sample port
device:IPC_21,device,ipc,CAB-IPC,SLOT-IPC,21,IPC_21,generated sample device
board:IPC_21/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,21,IPC_IO,generated sample board
port:IPC_21/IPC_IO/P21,port,ipc,CAB-IPC,SLOT-IPC,21,P21,generated sample port
route:TRAY_98,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_98,generated sample route-node
device:IPC_95,device,ipc,CAB-IPC,SLOT-IPC,95,IPC_95,generated sample device
board:IPC_95/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,95,IPC_IO,generated sample board
port:IPC_95/IPC_IO/P95,port,ipc,CAB-IPC,SLOT-IPC,95,P95,generated sample port
device:PART_28,device,part,CAB-PART,SLOT-PART,28,PART_28,generated sample device
board:PART_28/PART_BOARD,board,part,CAB-PART,SLOT-PART,28,PART_BOARD,generated sample board
port:PART_28/PART_BOARD/P28,port,part,CAB-PART,SLOT-PART,28,P28,generated sample port
route:TRAY_99,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_99,generated sample route-node
device:BRK_35,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,35,BRK_35,generated sample device
board:BRK_35/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,35,BREAKOUT_BOARD,generated sample board
port:BRK_35/BREAKOUT_BOARD/P35,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,35,P35,generated sample port
route:TRAY_100,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_100,generated sample route-node
device:BRK_97,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,97,BRK_97,generated sample device
board:BRK_97/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,97,BREAKOUT_BOARD,generated sample board
port:BRK_97/BREAKOUT_BOARD/P97,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,97,P97,generated sample port
device:IFACE_42,device,interface,CAB-INTERFACE,SLOT-INTERFACE,42,IFACE_42,generated sample device
board:IFACE_42/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,42,INTERFACE_BOARD,generated sample board
port:IFACE_42/INTERFACE_BOARD/P42,port,interface,CAB-INTERFACE,SLOT-INTERFACE,42,P42,generated sample port
route:TRAY_101,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_101,generated sample route-node
device:IFACE_98,device,interface,CAB-INTERFACE,SLOT-INTERFACE,98,IFACE_98,generated sample device
board:IFACE_98/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,98,INTERFACE_BOARD,generated sample board
port:IFACE_98/INTERFACE_BOARD/P98,port,interface,CAB-INTERFACE,SLOT-INTERFACE,98,P98,generated sample port
device:CTRL_49,device,control,CAB-CONTROL,SLOT-CONTROL,49,CTRL_49,generated sample device
board:CTRL_49/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,49,CONTROL_BOARD,generated sample board
port:CTRL_49/CONTROL_BOARD/P49,port,control,CAB-CONTROL,SLOT-CONTROL,49,P49,generated sample port
route:TRAY_102,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_102,generated sample route-node
device:CTRL_99,device,control,CAB-CONTROL,SLOT-CONTROL,99,CTRL_99,generated sample device
board:CTRL_99/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,99,CONTROL_BOARD,generated sample board
port:CTRL_99/CONTROL_BOARD/P99,port,control,CAB-CONTROL,SLOT-CONTROL,99,P99,generated sample port
device:SW_56,device,switch,CAB-SWITCH,SLOT-SWITCH,56,SW_56,generated sample device
board:SW_56/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,56,SWITCH_CARD,generated sample board
port:SW_56/SWITCH_CARD/P56,port,switch,CAB-SWITCH,SLOT-SWITCH,56,P56,generated sample port
route:TRAY_103,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_103,generated sample route-node
device:SW_100,device,switch,CAB-SWITCH,SLOT-SWITCH,100,SW_100,generated sample device
board:SW_100/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,100,SWITCH_CARD,generated sample board
port:SW_100/SWITCH_CARD/P100,port,switch,CAB-SWITCH,SLOT-SWITCH,100,P100,generated sample port
device:IPC_63,device,ipc,CAB-IPC,SLOT-IPC,63,IPC_63,generated sample device
board:IPC_63/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,63,IPC_IO,generated sample board
port:IPC_63/IPC_IO/P63,port,ipc,CAB-IPC,SLOT-IPC,63,P63,generated sample port
route:TRAY_104,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_104,generated sample route-node
device:IPC_101,device,ipc,CAB-IPC,SLOT-IPC,101,IPC_101,generated sample device
board:IPC_101/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,101,IPC_IO,generated sample board
port:IPC_101/IPC_IO/P101,port,ipc,CAB-IPC,SLOT-IPC,101,P101,generated sample port
device:PART_70,device,part,CAB-PART,SLOT-PART,70,PART_70,generated sample device
board:PART_70/PART_BOARD,board,part,CAB-PART,SLOT-PART,70,PART_BOARD,generated sample board
port:PART_70/PART_BOARD/P70,port,part,CAB-PART,SLOT-PART,70,P70,generated sample port
route:TRAY_105,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_105,generated sample route-node
device:PART_102,device,part,CAB-PART,SLOT-PART,102,PART_102,generated sample device
board:PART_102/PART_BOARD,board,part,CAB-PART,SLOT-PART,102,PART_BOARD,generated sample board
port:PART_102/PART_BOARD/P102,port,part,CAB-PART,SLOT-PART,102,P102,generated sample port
device:BRK_77,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,77,BRK_77,generated sample device
board:BRK_77/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,77,BREAKOUT_BOARD,generated sample board
port:BRK_77/BREAKOUT_BOARD/P77,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,77,P77,generated sample port
route:TRAY_106,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_106,generated sample route-node
device:IFACE_84,device,interface,CAB-INTERFACE,SLOT-INTERFACE,84,IFACE_84,generated sample device
board:IFACE_84/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,84,INTERFACE_BOARD,generated sample board
port:IFACE_84/INTERFACE_BOARD/P84,port,interface,CAB-INTERFACE,SLOT-INTERFACE,84,P84,generated sample port
route:TRAY_107,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_107,generated sample route-node
device:IFACE_104,device,interface,CAB-INTERFACE,SLOT-INTERFACE,104,IFACE_104,generated sample device
board:IFACE_104/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,104,INTERFACE_BOARD,generated sample board
port:IFACE_104/INTERFACE_BOARD/P104,port,interface,CAB-INTERFACE,SLOT-INTERFACE,104,P104,generated sample port
device:CTRL_91,device,control,CAB-CONTROL,SLOT-CONTROL,91,CTRL_91,generated sample device
board:CTRL_91/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,91,CONTROL_BOARD,generated sample board
port:CTRL_91/CONTROL_BOARD/P91,port,control,CAB-CONTROL,SLOT-CONTROL,91,P91,generated sample port
route:TRAY_108,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_108,generated sample route-node
device:CTRL_105,device,control,CAB-CONTROL,SLOT-CONTROL,105,CTRL_105,generated sample device
board:CTRL_105/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,105,CONTROL_BOARD,generated sample board
port:CTRL_105/CONTROL_BOARD/P105,port,control,CAB-CONTROL,SLOT-CONTROL,105,P105,generated sample port
device:SW_98,device,switch,CAB-SWITCH,SLOT-SWITCH,98,SW_98,generated sample device
board:SW_98/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,98,SWITCH_CARD,generated sample board
port:SW_98/SWITCH_CARD/P98,port,switch,CAB-SWITCH,SLOT-SWITCH,98,P98,generated sample port
route:TRAY_109,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_109,generated sample route-node
device:SW_106,device,switch,CAB-SWITCH,SLOT-SWITCH,106,SW_106,generated sample device
board:SW_106/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,106,SWITCH_CARD,generated sample board
port:SW_106/SWITCH_CARD/P106,port,switch,CAB-SWITCH,SLOT-SWITCH,106,P106,generated sample port
device:IPC_105,device,ipc,CAB-IPC,SLOT-IPC,105,IPC_105,generated sample device
board:IPC_105/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,105,IPC_IO,generated sample board
port:IPC_105/IPC_IO/P105,port,ipc,CAB-IPC,SLOT-IPC,105,P105,generated sample port
route:TRAY_110,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_110,generated sample route-node
device:IPC_107,device,ipc,CAB-IPC,SLOT-IPC,107,IPC_107,generated sample device
board:IPC_107/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,107,IPC_IO,generated sample board
port:IPC_107/IPC_IO/P107,port,ipc,CAB-IPC,SLOT-IPC,107,P107,generated sample port
device:PART_112,device,part,CAB-PART,SLOT-PART,112,PART_112,generated sample device
board:PART_112/PART_BOARD,board,part,CAB-PART,SLOT-PART,112,PART_BOARD,generated sample board
port:PART_112/PART_BOARD/P112,port,part,CAB-PART,SLOT-PART,112,P112,generated sample port
route:TRAY_111,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_111,generated sample route-node
device:PART_108,device,part,CAB-PART,SLOT-PART,108,PART_108,generated sample device
board:PART_108/PART_BOARD,board,part,CAB-PART,SLOT-PART,108,PART_BOARD,generated sample board
port:PART_108/PART_BOARD/P108,port,part,CAB-PART,SLOT-PART,108,P108,generated sample port
device:BRK_119,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,119,BRK_119,generated sample device
board:BRK_119/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,119,BREAKOUT_BOARD,generated sample board
port:BRK_119/BREAKOUT_BOARD/P119,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,119,P119,generated sample port
route:TRAY_112,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_112,generated sample route-node
device:BRK_109,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,109,BRK_109,generated sample device
board:BRK_109/BREAKOUT_BOARD,board,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,109,BREAKOUT_BOARD,generated sample board
port:BRK_109/BREAKOUT_BOARD/P109,port,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,109,P109,generated sample port
device:IFACE_126,device,interface,CAB-INTERFACE,SLOT-INTERFACE,126,IFACE_126,generated sample device
board:IFACE_126/INTERFACE_BOARD,board,interface,CAB-INTERFACE,SLOT-INTERFACE,126,INTERFACE_BOARD,generated sample board
port:IFACE_126/INTERFACE_BOARD/P126,port,interface,CAB-INTERFACE,SLOT-INTERFACE,126,P126,generated sample port
route:TRAY_113,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_113,generated sample route-node
device:CTRL_133,device,control,CAB-CONTROL,SLOT-CONTROL,133,CTRL_133,generated sample device
board:CTRL_133/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,133,CONTROL_BOARD,generated sample board
port:CTRL_133/CONTROL_BOARD/P133,port,control,CAB-CONTROL,SLOT-CONTROL,133,P133,generated sample port
route:TRAY_114,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_114,generated sample route-node
device:CTRL_111,device,control,CAB-CONTROL,SLOT-CONTROL,111,CTRL_111,generated sample device
board:CTRL_111/CONTROL_BOARD,board,control,CAB-CONTROL,SLOT-CONTROL,111,CONTROL_BOARD,generated sample board
port:CTRL_111/CONTROL_BOARD/P111,port,control,CAB-CONTROL,SLOT-CONTROL,111,P111,generated sample port
device:SW_140,device,switch,CAB-SWITCH,SLOT-SWITCH,140,SW_140,generated sample device
board:SW_140/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,140,SWITCH_CARD,generated sample board
port:SW_140/SWITCH_CARD/P140,port,switch,CAB-SWITCH,SLOT-SWITCH,140,P140,generated sample port
route:TRAY_115,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_115,generated sample route-node
device:SW_112,device,switch,CAB-SWITCH,SLOT-SWITCH,112,SW_112,generated sample device
board:SW_112/SWITCH_CARD,board,switch,CAB-SWITCH,SLOT-SWITCH,112,SWITCH_CARD,generated sample board
port:SW_112/SWITCH_CARD/P112,port,switch,CAB-SWITCH,SLOT-SWITCH,112,P112,generated sample port
device:IPC_147,device,ipc,CAB-IPC,SLOT-IPC,147,IPC_147,generated sample device
board:IPC_147/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,147,IPC_IO,generated sample board
port:IPC_147/IPC_IO/P147,port,ipc,CAB-IPC,SLOT-IPC,147,P147,generated sample port
route:TRAY_116,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_116,generated sample route-node
device:IPC_113,device,ipc,CAB-IPC,SLOT-IPC,113,IPC_113,generated sample device
board:IPC_113/IPC_IO,board,ipc,CAB-IPC,SLOT-IPC,113,IPC_IO,generated sample board
port:IPC_113/IPC_IO/P113,port,ipc,CAB-IPC,SLOT-IPC,113,P113,generated sample port
device:PART_154,device,part,CAB-PART,SLOT-PART,154,PART_154,generated sample device
board:PART_154/PART_BOARD,board,part,CAB-PART,SLOT-PART,154,PART_BOARD,generated sample board
port:PART_154/PART_BOARD/P154,port,part,CAB-PART,SLOT-PART,154,P154,generated sample port
route:TRAY_117,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_117,generated sample route-node
device:PART_114,device,part,CAB-PART,SLOT-PART,114,PART_114,generated sample device
board:PART_114/PART_BOARD,board,part,CAB-PART,SLOT-PART,114,PART_BOARD,generated sample board
port:PART_114/PART_BOARD/P114,port,part,CAB-PART,SLOT-PART,114,P114,generated sample port
route:TRAY_118,route-node,route,CAB-ROUTE,SLOT-ROUTE,0,TRAY_118,generated sample route-node
device:BRK_115,device,breakout,CAB-BREAKOUT,SLOT-BREAKOUT,115,BRK_115,generated sample device
